HolderAddress,Balance in DRC
0xe96229912df2c571fdac00598b2f09a8adde639e,36000.10666895
0xa60162f138620ca5353bd5af5448368cc8cd0727,34954.04672337
0x889b40724ce7fb77b2d94d42f714cdbd2d88baf2,34394.86661055
0x39979745b166572c25b4c7e4e0939c9298efe79d,34341.17886212
0x3b90c92c9f37bc37e8c3ce5e7b9be677e4766dc4,33000.00000000
0x2b920d4fca6e2f4e1c313490a63217e08bbd9c01,30000.00007349
0x43805339ea73ca17558e16c8995e291006cf39ce,30000.00000000
0xbcc35b9eee35aebad14a6ee222c95acd1c25d0ee,29883.99342265
0xeb96dbe3fedc345f7e68ebb985ebdc70405b69ff,29399.15257989
0x8cc341948ba1834a7fe58d694d4b7974f1a29d63,29008.48941484
0xa7be9c2730ae196e43b972c51b08d093b0492a99,28559.82037479
0x90a4e1e0c3b3503c758ab487b8bc06fa730cdaf0,28086.20016017
0x648c9ef315efffdd89b057f963547ddbcd499166,25566.06959982
0xb6bb097ed2a05261da6d09e367c6c23dfd97c80b,25500.00000000
0x01076e09dcb258c16537670307f9bdced007bf37,25000.00003817
0x75b201694dc62d2c40f10d9bd0144815b43a4e61,25000.00000000
0xdd3b571bf0fe436338549d0c6d85f3a4d12acc83,24869.85956622
0x5caea08aa2a3f246ac422547934b374436da5004,24819.96548795
0x30b7e38759b590896d231f77d4c87f5bf6360c90,24102.54458668
0x803338854f7b75b6cb4d2d8f4b34ce44a93c1390,23742.06161268
0x6c8c7539bf6a61c249c520c837ed0e19f91344dc,23568.83855509
0x1ff7fc9931569921866ee93580991474ae9fb8cf,22741.23050689
0xe74983b65ca8d41490e3d85f24e11370ec3319f1,21578.83389319
0x752b26b4375a3e2063858043eeb2ec2f47bc772e,21018.14302914
0xc0712a6e76a73ad55f7e2a7fd7199e76ddf59742,20995.54452522
0xea0d07bd7f1198e84342c3d87924f55fa66b9e37,20712.88649169
0x237a5fb2fe2ab21a82dbf57f7cac9b6b6705cc02,20475.10421437
0x275f5e2c81ed46745012c2f6056682c563ad33dc,20330.04220290
0x52113b7093ee314f6e54584af30f039fd760062b,20300.75060027
0x82a9c91d283c75f0ce4994dc1ea471c53220e3a0,20131.48051808
0x182df0a5690df5e90b9107196d23da69ac0cedac,20000.00000000
0x726838ea96b1ca697d68879c807faacf0e474171,20000.00000000
0x8408a33e7281d7481da15e9dd1ed39f426cbbf07,20000.00000000
0xc3d9fe15680e80f54e6156b3ef551fd92d5d54cc,20000.00000000
0xc403396c423ac8853fb762edbd705c9e9463eb5f,19259.10484967
0x5665a24c82d9f8ba1aeafa68bb2d56f70cd9ee60,19075.37916496
0xf2adc49a86c78d7413192a6b5495f2a12b91c7fc,18733.64937950
0xffd410cbb4c0d609b82cfa221c073aa231c81c0d,18601.41988823
0x63eba537af3c4c2ca4f9cd7fe216cbaad54173c9,18592.90616420
0xacdc64253367e3da7a7297c1072278889b4be2be,18059.00000000
0x71c4eb63fb5605980cdd51784468e6625d1b066a,17391.95484177
0x4cc627fb3ca4c3c3fd2edcdf59d1cf6682365721,17265.55250932
0xfb5932d2da308cd4fec332fe2cdaee460efe2ecd,16913.77040532
0xbdba0618904358bb0d57d3a51accdb1b3ffeea63,16417.97260859
0x0be722795469468e04ce572eb77eb5882c94d6f5,16368.85438024
0xdfa484f1d2f2b21ab3ad7e1d9dfd83ea2848cdf7,16007.43436841
0xc2455d2b46dc07ab5a8c7aa06012f305613ab1a2,15659.48969810
0x81745b7339d5067e82b93ca6bbad125f214525d3,15502.07426281
0x7f6b844ba0f520b13e58f53ba870b4d2a8e5e5ec,15308.67543469
0xe4d7ba519f9cabfd53d26e6b6dd2a1247f6636e4,15125.43126856
0xf60228e28badeefa4650331787387b17424e7676,15000.00003804
0xb221ef6e917c0a4ab5a105739b4906b18a762b67,14887.73056857
0x4ff4a5d32b1121a68a49becbd385b70ffdb8fe12,14848.51851349
0x0bc07fd3fd24443c7276d045845aa52f966c93f5,14701.06417302
0xf2aa9890d66d3734a3e9faf7f2e0fd17487c586b,14582.85315782
0x00e56d0929070567b7d885ba90d79427f2882943,14531.40839001
0xf7d4b6734385fc89ed0209de38988e3156ab0ea4,14519.98318953
0xab37945890d09c5def455c48ff16a8a54a070799,14316.76066580
0xaaa313393e79ea3454939e843e0aa8dec66a9949,14109.42688112
0x3dacb5a2cf2226a79cf49ea9cdb48c988ba4b3cc,14000.00000000
0x6b5dc81740e418c72d8d912d5eed8fa5c9ac90b8,13964.95426543
0xc13e627950444dee50ec59070e39aec8083699fe,13910.20554219
0xb7904997f86a8bea4c8ec78e4a6a2d92b86e9fca,13788.02366967
0x98de32699ac4cc4971d22a59ea4ff188aad2090b,13780.71059927
0x6b37a429bb72ff820c6605815e52d3b1bd4c5324,13676.86662999
0x68783867f64fe1d158b5bf2d24add831e7a396d0,13500.00000000
0xcedeb91bdd02a3fd27b6fb75c4312b0762cc2f3f,13406.66661604
0x2721685a3e17568be01ccf5c2e5096c90220b514,13370.87843178
0x9cdbdd4ddd3d0f5e16c02292d3fd02412fdf4f24,13310.66794470
0x7f609eb8ceb525b7a0653e887ceba8517766a3e2,13020.36538674
0x6ffbc344188c05b840bdb1751de3e2c596813b1c,12862.38718938
0xeb577275b16df5977d0db3a2e57e9dfe34f99119,12759.63856749
0x88be5855a3d352aa01e6c38e583e2710c5e787d4,12650.06198434
0xf33df4706306bb385aebd35e5d25cb8b79d33da4,12638.72567586
0x167d8b60f2bf32b045e61f598d21bf3cf6fea10b,12576.97509754
0xdf1ab4ece64a89a52da9edd37e0c22761b3acf14,12503.96901234
0x3b1c27c87a780fdb31b6c3f2bd04cf44341d7a91,12442.35776304
0x2d4f0e6aa79cf6bc718d62a32484cf881d6e9fad,12191.21984708
0xcce8d59affdd93be338fc77fa0a298c2cb65da59,12115.70492027
0xbc2ca74e88e0d65aeee35e233eea327e08b9653f,12054.70362983
0x49033e7e8c5522bbcbb72ee24ec0a2f65377d021,11792.87998780
0x7fc13d607e5341a2047efb8af59733b3619bae2c,11789.87766674
0x6e3ecf0292677c8479b89781586c834d01e8ba06,11706.41202831
0x3742ef58ac76b6123f541c61d3a0add47c555f14,11660.17219138
0xd9ebea3f9a061ccbc91553e465d914b56dd833ab,11288.94907387
0x755d5baccd2207975425ed4832a1d31afad1fc82,10800.00000000
0xcf137f1d7572ad2072d05fcaa41a6787d22529f9,10799.62812978
0x39a07c8f86ad67f75023df75ce7261508a99c52a,10416.47857047
0x11cceb675628bb72bac0a8e3ea0a3441f20e3745,10255.19122514
0xd9907cd11d99d21b431fc0a4ef513f3823142b0d,10225.34544533
0xf401c984a004e46c59752f2bfa5f78803d283db0,10088.93634939
0xa0058ce55abff7970d635371002de68420c4a674,10042.31166190
0x83da1f49801098613f9f552575c965b2621c847e,10038.61172494
0xf098c4c3c318a95ba98e108a25d8109847670e59,10010.01074499
0xd12da0a3cbaec0f1e13cfa7ca91f4439bec6e8d1,10001.78096758
0x03b7c016e60b4207a775bdabece62069f862a5cd,10000.77020986
0x01677715191439871a22a736aa56daacb36686c5,10000.00000000
0x3f3e305c4ad49271ebda489dd43d2c8f027d2d41,10000.00000000
0x41e3faab16624921d2b43f2c82acfac0e6240a15,10000.00000000
0x65d186a033c8d597cb639f280ded4e80ae2d86f3,10000.00000000
0x9d722e929d96ffb318577dc37e5cd54b12ef5171,10000.00000000
0xd1728ee38c0fe12f4b7d7a1e30b038bf01e2c3a5,9971.04584318
0x547e5d8f77c0af4e014d442ef6bb38b317ef76ab,9933.31152316
0x1541eaffc4fdeccdd73082b3d6e94639b98d75b6,9900.00099802
0xf51574acea2319e7d04532a080bf06100aabfc64,9892.95270230
0x022766b23fef0f84b3c654e954141b0b4e38005c,9850.00000000
0x39eff87ab904bcc024f4022038f986dadeb70fd6,9664.68410452
0x23f1045ca09e9c3206851336a2a05d35bbc812d3,9582.05873041
0x72da8965714cb6fc9da9d0997b3cf00d3230f681,9542.34082492
0xca23a26b289ec053a3aa198f7cfb2ce4efe9859c,9481.96225431
0x421a9654c9b65c4138fe9b1e613bddef92b6507d,9425.92069391
0xd8cc6a4fcf95e9957f1efb5e0216744a06a77d8d,9244.39778309
0xf6489fe9a66a356a3a99ad12d4fe592b082a21bb,9212.29146700
0x248495fc69081e311cae6f3c04ca2849fee2edce,9053.92508372
0x0307e77d70db8c126989b6aa7e610bf029be56ec,9050.00000000
0xbe908956d5ec031fa0eb24bdb57c942a89c77907,9000.00000000
0x492da4ff9cfe9c8f74fc4c99699b6ec1c6794861,8975.38493375
0x01c45777dfb001bc3c757c780f96cd7a4009a2d4,8975.35781338
0x28378630bd090d3c10c846d82a0cee73b4db6447,8971.30031875
0x54cf8930796e1e0c7366c6f04d1ea6ad6fa5b708,8712.11584844
0x484f247670764fd55a17de3aa499cbeb92f8d3ea,8500.08592275
0x1c5d4d16c8d809c3fbd9ecb86785b0315cc69359,8439.65963017
0xcf8f1e6489d176856291437515e1423173b5b17e,8428.37103319
0xdd7b644044c047fd4fed98959609e7a50bc9e0ca,8300.00000000
0x4b64c95b1d08ef0efb626b3fbc8cdb6fd57972fe,8295.18292415
0x9509753d4c160cf5d3ef6f745366a1323f22ae52,8196.59298834
0x7f08d733a2c4e65e88975aef8f80fa694ef339c1,8121.66319702
0xdf897b3fab39cc81a61f6b0d44972bd089c0def4,8105.21612828
0xdd55c3a1da3b2eff63cda530c66dc291623ea4a7,8000.89423848
0x28fa299d649888ba74d2c9359adcdc4e36ae5c7a,7900.83478802
0xcfae7a3719dc66b5e4076bc1024abb0bc989c393,7886.14496280
0xbbffcee343edf3c0336dffc4fb1a50c03cb363b5,7754.61576085
0xe1df6bbd7d7a26b586c601ac17d4173b629a476d,7721.84435799
0x84697b48a1721dcbd404d75e2b245d6d510ffd5e,7702.73393084
0xc80fdaccc65dcd6ed030fc416190f1c2ab7b12ac,7605.36350458
0xb7e032c10d523a649d2f6f1b7bf7fc392ddb73d4,7594.85209872
0x502d629728b9c461726beee240f89c5d82c5f1c5,7459.54100654
0x23cbc496f2ce156ceba0d34191d48979186c4722,7356.24558531
0x65bae4a554347562a24e3ab960be2ddff8ce7f46,7250.00000000
0x2275ab80532a8453a78be81ca04794467d4a22f8,7183.46394747
0x672e226dbf55787c23a3f5105f662ff42ebb391f,7151.14155753
0x862e4f235c43993914a2b464dc90cd0c9d5792c9,7071.15536185
0xc6e916cc4a1a35a04754da336144814dd0b76ef3,7029.55438439
0x7b51dd771399d164e2c8bc0e5edc693a392daf3f,7000.53709935
0x2426218746ee3d253dc5ecd2a8ec2bd2f975babc,7000.00065985
0x0640dfac6eaf253b32f3035fdecfde9ea8ec2fd8,6994.29425543
0x062a5145efb46851f5d7af68d7d45edb372e1192,6965.16121500
0x82b3b20e54b822e67a25e3fa572510173793c634,6928.07922309
0x353cee28a36c64bdc71c69a8341693713c85e30c,6843.57015677
0x52a45ef0e7dcfd0a0a0c9c1855355891c727cf34,6632.53563076
0xf99f113c93ae764a94ae0add77991cafbadc6531,6603.51274064
0xc0ac6e7418ca8f3db06c7e3201a481cec0882f35,6552.87523189
0x41c9365fe85bc16d99c200edcf31f18c0a39e8e7,6500.00000000
0xf17c72959e42cc6f8e6ea09b0c7a45401fa1f93a,6475.61087772
0x2f298e77ba4fd4c0b6878938f6b4071927954086,6401.06274891
0xfbe02fe2f3cf34ba292124611f3f524985c884b7,6382.03701823
0xff790deb32cfd908c94eb71299fd8d86a059a409,6361.73693011
0x53b7b812aae8ff94775919bd76c730ea0a6836ff,6356.36658104
0x26998c9915e49ae624fef6c18326fcef8f03e3b1,6324.82260527
0x018e6d6916981e5522514d76c8181331cb665f55,6285.57597682
0xf1a9ad2af110a8423d5d88060f39feb2cbe0d762,6188.85385083
0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,6187.33679511
0x8c9a359419b37520d87c9e55c04514a9b8549c72,6114.04186293
0x489fe769152a08115c9809d0aaa857d1e731b1ef,6102.05434908
0x03265f1b43a3a631b1dac557dccdeff6885be43e,6092.87154130
0xbb25a43af4d4a9a11c8df7d41888ed9210337bbe,6058.05422073
0x0d79d022171778559c4672eed11b87e68b09bcb7,6013.43336251
0x7a0e03329d3aa05ce971f9a117117f87b6ee5bf3,6000.02262994
0x47b093c50e6f5911240173919cfcd744b577989c,6000.00000000
0x6b4bcd3e96febc893dd24b38326ca8f9276ea3a6,5992.43730062
0x13380fc9a2dd38caf424c78bdf9c3fc78e270afc,5968.50124226
0x8b9fc9710765a3af52630797c10278018ff20448,5907.53030920
0x8e83098e9951ea8bf353667b1b4818af56d2ace9,5838.52518984
0x90ea8008d47a8f4adb27e4797870e90827a8a24a,5800.00000000
0xa37965eb1d197bfefebe8dc66b09f7df0aabc43b,5734.14517026
0xf00aea879fec57c08f2739e5ba89b455942c7d4e,5499.27907743
0x64aeb22cf630553ca5b3213338c684a008a571b8,5471.97279594
0xd994ad9764781747ce07f27300161d9086d8488a,5430.69688928
0x04fd0c0d5a2fbf3cc541230052c7ac82439cbd37,5372.35399551
0xd5aef93e99df1cd19e580dbf92b144a19177cf4d,5359.53334792
0x3c8c80fb3c4d3337f904cf2ea195a158e8747361,5356.09117602
0x18ed511810b8d77b8c0a7caadb510588d7ff2db3,5319.37377843
0x5786b05e3b7ee260c766d4110a76d93598b6af16,5248.19142529
0xcef225fe69b9b9c26c12f615581d4f77f44ecd2d,5134.61381424
0xdfe7ad3e0cc6fb0798e66c67c72927c49fc42478,5132.43417349
0xe41277b8045ab83ca8a0233f4013808e7cebff42,5119.09355469
0x2db3865a9c07a651f5309525dd9f991cca9984f7,5115.27088854
0x1760f1951f90f53cd2367a0d4efc4465c940593a,5091.75005909
0x68074b14472121ff69dd51eefabb6b904c887061,5065.74025904
0x783c081c788b06141d9548c121d7a5a9dfbe65d0,5000.09296301
0x297289405faf325d416658e93d93d0ade229528c,5000.00798976
0x28552ea8b232fc63d6ce69692d8a723efc5d4502,5000.00049029
0x8cab89fa802710d92ea99fceb67566a6457080cf,5000.00012952
0x5ee70ac2c4ed14cec2d4e34722ad0eb0b4ed71b0,5000.00000000
0xb8bddd9e7e737e97d88effad6fa4aeb7094f49ee,5000.00000000
0xfaef0059d3c3e2435ec95d865e76ea54c501449f,5000.00000000
0xbc71b78d468b09c415b0afe958b3267de5043c37,4985.72068377
0x6deeca153954df44f38e1dc76e127fd1e172ef97,4916.91619661
0x87ad92e892a86b2f636afa423c71ae44fad036c1,4894.90376580
0x320546116a1374b682bc7d15281db401111d65a9,4869.39267264
0xb79a65dbc22bd2286f0c290be7ae76fc7f437ac9,4835.00000000
0xbc05a906dbe32e01ecd189348aca5ffb393bc82b,4762.40467128
0x9139253e1e0c405db9a964fcf48a6ef83bea4264,4727.79760675
0xe51b6bc3782deb1f2798bbc72fe8c260767e8a2d,4724.12393904
0xa6a0b550700e9f2b1e6037b310addf3f1f2e9ac4,4700.27174335
0x0853978554e8871520368f205cb05c7cec0f6199,4661.64931317
0x07c854f3f45209b05bd58599318c97f5af45f130,4639.31937115
0x6ea7914217c6a53863a0e24296a3e509ee713a5f,4609.12824786
0x236e37f4aaf681b904e86be58f7db7562e9271f3,4601.65022562
0xf701771ff69331009dc788ed9c802ef4d1a99132,4582.05541941
0x06da2782844cc5f56c3c3f5d7427c553e1f4d5f0,4469.65483372
0xeff9fc6a529c745569f0d041e076c332e5346df9,4434.87993683
0xf2a31d72be710e9ca5ce6d54effcad93e639ed9e,4347.83724623
0x3da77f7a928abe1aa11ce76300317e373d29d64d,4347.81779982
0xc37a03c571fdf2ed7b4f599f1426cf2c14851c38,4340.30810913
0x00150e4225cd844c03649f248bd1b3393a15383e,4337.55985472
0xb6a162eae71ecbcc74d99ba27780d7ccbb4e76cd,4336.98033283
0xb70881a906c060e5a16af343806ac5cbf71881f4,4333.41402488
0x41e77db551575e3043c77e5a6ebc8ca2b3130299,4330.18109603
0x584fe5a3f9fa7bb588c9f6662164b53aa49fe6d2,4286.54790264
0x0228b5c459386a3e7e3e8a9316516b9d91b55fb8,4204.27194117
0x37e4468cc6483c54562fe34bdbec1ab547c14987,4189.67523241
0xa271d68b4d808cb60ab68eca70827b20cfc255ef,4170.67875998
0x658fd24f5e9b2aed0cc6ab875f66cdcf0e799551,4141.38333287
0x9b8bb15592e01a8dc78d983d5b4f17bfe90d0c65,4133.79550698
0xf210658f6ea6031622cc5a36062a5d0849c8326c,4129.19477718
0xc91cef1de053608602ececdf325bea31e25fbea1,4120.89274048
0x6201497012bea976b211e216c056a16e2dd38b7c,4052.59220723
0xb30dff089ae82419588bbe0cec9ceda46f6964ad,4038.27583638
0x68e409bec3fcd5008b91de8bbc8b0bdcdf429fc9,4032.63052802
0x74ec076c4262f94c1cb07eaa156134947fd2d2de,4028.93619963
0xb4c54444fc878a37d83293e8fc47bcd95d3e1d7d,4015.94285588
0x562b58a2b346b309308471c3694df7de529fe8dc,4003.66242432
0x7d48d92727c1ba6a88ceaaec522481790483bbfd,4000.00000000
0xd67e097a365aeddc59afbadcaddae9ad57552698,3970.50144771
0x05e1e0e85756cde16309083dd223948b4f34b813,3962.02993011
0xeab638cd9ac706a6c1ea12d33c7344e1c1cb3d78,3961.62308243
0x0da33bfcd4a9ac26a9e162f59bbb69ace1c5bd96,3895.76877529
0x29186a4b45e21b6654373ca33a13873e9a15294d,3880.50817344
0x521c327131e9665b3b000c7d2e1d6bd57c7cdb88,3861.24193301
0x19c423a98894e133db20c062a6fa0fe3d0f496fc,3857.69174939
0xc864dbfd3cd906561e2c3705e8cc55a41c6a84b4,3852.16833229
0x7d81510ef626292f361e97708b6a618cae3ceead,3842.59100605
0xcab22a6116e65892e99e74568e3151bd2add4b3a,3832.56131608
0xfa3027474834083e65388a1c7ce43882db8c4618,3816.73630399
0xdb81ba9a359679e15d53e471aafd278203b1d051,3805.93892499
0x1d3bf13f8f7a83390d03db5e23a950778e1d1309,3748.45562669
0xf2078c58d6c38c893af4e40d7b09843ec3b7d26c,3727.80700643
0x8ea8827bbf057aa7fdcfa66844e90d04d9879f63,3722.68858585
0xca8eb4ef454b481301ef0ad9d53c0bbdf6dcdc29,3707.38006445
0x2e19a78b27bf1f45235a0f6d7596799a7e10f7bd,3638.50228699
0x5189c9d37210a0b81fe843a19c7daea853175af8,3628.10440748
0x7b8b8a1ecb4ee03007ae10e64d09d1281c25f9ba,3621.17751069
0xadedaeb9a9c38548fc781fd3914abb1b591544a8,3518.08969505
0xd9d28aaa5a98e1e455bb671cdf5b1ed894238d7c,3497.82836343
0x80530a15a95c0a1fa388e35752d2aa28b3fcc432,3477.12657436
0xef895d4ce357035a22f5eddf7158daca72be4721,3420.78703794
0x2208b0a1aa0b4755d3faf383a55b8265663c4b21,3400.00000000
0x0fc3900b71773ad53914a54244a00f59b83ac1de,3373.55126865
0x884b2737f355e1ae0c88609c10bf7bc2f761f815,3364.84642024
0x834190293f49cf33ce1196c6617e341d994d0b05,3360.33862647
0x8d9739d5afe534a853c2a2f09d7e7d8a4cae0f48,3352.69244976
0x7416e6e14eb884a2cb5cc6408053d4e4f30f86fa,3312.35578287
0xd7b7d1190ffa505fbf5a7a5b96909204aaef429e,3294.75784598
0xdb46b78e9c533ade197144a37104ff4d5d7269a7,3258.00000000
0x3497fbd1f02429a41b32ff0318dcf924c878e9b6,3243.32673169
0xdf2e5c01d77771e86e3d4eec8e9c98358d2a17b3,3208.96403697
0x4493bb7375442430afccd32733d24ac722595ae6,3188.40039353
0x677f647dea49cf3c832f6ee0ec0affd255339ff1,3171.66133038
0xbac42c9b32e574f41b86e20fba0cf479a5a1ca58,3166.36878046
0x82c63c3d7153a61e072d27cf878351fd2f7d7785,3151.59073672
0xac429f4c02aeef1b0366340bb28b6328a7aaf387,3127.47400771
0x89abbdc30624bac75c4776c36facbecf5843a09c,3123.55724741
0x87a0b04666425705115f2794073ef3535a94f75e,3114.29845106
0x035fc3b0ec2487c1c9def561f578ec77a06b1b12,3093.08794022
0x2d8e4dcaec4e5ed430bf4f40f17c562523b9948e,3025.01848823
0x885a62207a305ec6650b2a8b960e18b61d2f3d37,3001.00000000
0xecee481e0d247546c72054d3f1b200b8bea1b641,3000.36836874
0x2c80021d58c6dea516dbc808d2ca473d142b1e01,3000.26168958
0x0ce27dd36cb385e7022df2c797e4d147b2a72dca,3000.00000000
0x649a1f5587bac188a0cf39085b9d1e537d361910,3000.00000000
0xcfa95029ddd232513dfb95c9790574ea118412be,2997.84359311
0x5014fefdce100a182bcf2752406d2efb3781de55,2995.33673634
0x7b2cebbb734aae3ca670b0ade14035e78e4f20f5,2991.51434287
0xc026f391892b5fe7255b83fd60a6c96d575bf50a,2928.94899851
0x163a82476ca5712741e67a156cdf32985b75da18,2924.11008289
0xf001f399f19b19fc4259bc8e9cc7b90751c88b52,2920.20420414
0xafcba98567864de4cf80c837fcc3af0d1a450c6c,2880.64593149
0x443b9328231d9ea5ec32acd3f065383939fea194,2863.66183938
0x13bf65ce5ec9da2cd28986a76bb2d8fa80e65028,2846.19517773
0xedcc45435cf607e15daa414ae99bed261a4758ee,2832.87149550
0x32bfdea7e03ae2b2fd9d593ae35533dbe839b59b,2770.50755441
0xf902dab65bb6ae34c1ce620c2ad683b391ba41c1,2752.65649620
0x2e9cb183a5125986ec183924a8eb4a12c1aeeb86,2698.52106312
0xb97f60839572681a904935d5bbe9ed056f7f9552,2694.77704391
0xe5d98398d9b6b4e1cf4d8f8c11de63a1dab3c15b,2670.22906203
0x02d25a547f0b75dd6f96323f7319ef9b9f19e4fe,2651.30262391
0xd518021be9434d7e476e6cb5d096dc59ec7201ce,2566.18766808
0xa984c7cdb382671198ef46c6abd6e15885d4f82f,2549.93130769
0x34ffc3ec4f0ed797581e1ed872dbb77ea7137c67,2544.57207150
0x1bf38a0c445dc2222f79990ae6c2fd06096efd54,2525.16023820
0xbdd7cfdecfec93274b51951c5703f3d11f04dca4,2509.28094006
0x5edd9da7b19fbd9bf66a8fb751727cc1b1c07dd0,2500.24848397
0xaf0f0b5c4110df25ab46dd9f025084229a9f8352,2500.00000000
0x5e8e7a1e4b919c4548085bc8e6a3e8ac254f14a9,2498.64139060
0x9835d6be917cf72dbf9b4ea74a2908afcf3b3986,2462.99027872
0x9adfaada5db8cfe4990fb8fe4fe9f4975ef4114f,2446.46644129
0x4e2ceff055d8672dfbe5bb4c4f35c10125cd3b09,2443.90216943
0x4ec10e7700665721f1175f9c2984f4ec5f691c18,2437.46271788
0xaefac7de344509cc05fb806898e18c8b8bd0024c,2340.50179350
0x3fa27ebfa8e454b018f1fd26e787aa9e90fdd8e1,2338.54944887
0xea704843b476a82fcffaece30022c6503fc6f35a,2318.63375998
0xb23ea59682ff8fc2e007c7c308c6ed3592b5bfe4,2318.29028970
0xe6b4b5b18ea33fca29f243620eea7e7f23ca8f4d,2295.99506458
0x820f92c1b3ad8e962e6c6d9d7caf2a550aec46fb,2295.11758470
0xca22a2b834f3da078824a46d946d58672fbb9d7e,2262.44000112
0xb20aaf817ee1e83370e6bde02a0298ee751b9478,2244.69909206
0xc3899b00f71fc03cfe7a89b155c7ca2d9688e87e,2223.89473482
0xfb0e1fdb63ff2a7c209ec62640edfcc8e2003bd4,2191.93069065
0xb8cdbc378de19e7f4a45e2ec3a5e180b4cd5e114,2175.81798534
0x976ecf870f376e53e4476ea4c7e13e21036c1131,2174.36086969
0x351d49d49d7f41c786fc5283076bd7e178ed2367,2166.34136538
0x7f3dbb958cb0c1046ebe6a0b215864850ee958f5,2131.43795072
